time,node_id,power
100,35,9.905525523199977
100,36,9.955548505599971
100,37,10.0
100,38,9.940529183999978
100,39,10.0
100,40,9.971032796800007
100,41,10.0
100,42,10.0
100,43,9.94601193919998
100,44,10.0
100,45,10.0
100,46,9.94360050239995
100,47,9.95988853439999
100,48,10.0
100,49,10.0
100,50,9.972854352000002
100,51,10.0
100,52,10.0
100,53,9.979640710399998
100,54,10.0
100,55,9.963746361600009
100,56,9.940350431999967
100,57,9.936063814399937
100,58,9.948208659199985
100,59,10.0
100,60,9.986070208000015
100,61,10.0
100,62,10.0
100,63,9.9522628992
100,64,10.0
100,65,9.95774543999999
100,66,10.0
100,67,9.939386457599994
100,68,10.0
100,69,9.966996646400005
100,70,10.0
100,71,10.0
100,72,9.9366362496
100,73,9.947512169599985
100,74,9.955995171199984
100,75,9.951869859199991
100,76,10.0
100,77,9.997178291200001
100,78,9.985641417600004
100,79,10.0
100,80,9.99071347200001
100,81,9.937529151999996
100,82,10.0
100,83,10.0
100,84,9.96790720959999
100,85,10.0
100,86,10.0
100,87,10.0
100,88,9.985462880000007
100,89,10.0
100,90,10.0
100,91,10.0
100,92,9.962674921600016
100,93,10.0
100,94,9.995928099199997
100,95,9.976694089600006
100,96,9.990820508800002
100,97,10.0
100,98,9.992927852800001
100,99,9.989213241600005
200,0,9.946636713599961
200,1,9.944243366399945
200,2,9.935706739199944
200,3,9.867234755199906
200,4,9.862376774399884
200,5,9.821730124799913
200,6,9.943885433599895
200,7,9.995356736000005
200,8,9.907470275199852
200,9,9.918508143999919
200,10,9.943636038399937
200,11,9.785083017599884
200,12,9.693698806399905
200,13,9.811245529599823
200,14,9.961620284799952
200,15,9.60608368959998
200,16,9.255312911999841
200,17,999998.6883693599
200,18,9.684592102399996
200,19,9.902166915199903
200,20,9.907238755199895
200,21,9.805032892799975
200,22,9.936098921599896
200,23,9.71857601919988
200,24,9.83983713919978
200,25,8.767444364800085
200,26,9.7489157535997
200,27,9.72077359679994
200,28,9.731773142399835
200,29,9.908953916799941
200,30,9.952458454399942
200,31,9.767222825599806
200,32,9.544559798400005
200,33,9.68174908799977
200,34,9.443263212799984
200,35,9.217275612799998
200,36,9.745845078399771
200,37,9.87652149759991
200,38,9.809674012799828
200,39,9.973747039999985
200,40,9.82887398719993
200,41,9.87757549119993
200,42,9.895487807999913
200,43,9.83892679039981
200,44,9.898915343999821
200,45,9.895111571199834
200,46,9.31017621439987
200,47,9.836660284799915
200,48,9.98005119679998
200,49,9.98848078719999
200,50,9.884200543999889
200,51,9.870324806399935
200,52,9.979211919999987
200,53,9.890666006399922
200,54,9.88609467199996
200,55,9.458158265600026
200,56,9.744986425599677
200,57,9.67999967679982
200,58,9.755186732799864
200,59,9.861198511999913
200,60,9.911204047999934
200,61,9.934028185599956
200,62,9.867859743999901
200,63,9.779993945599934
200,64,9.738093887999746
200,65,9.638495446399826
200,66,9.80833294399972
200,67,9.637174182399846
200,68,9.846589247999873
200,69,9.842910387199879
200,70,9.92854521599994
200,71,9.874771228799904
200,72,9.692037270399862
200,73,9.763167942399747
200,74,9.649567564799796
200,75,9.537575740799927
200,76,9.938242444799926
200,77,9.702717206399878
200,78,9.821889715199838
200,79,9.994963695999996
200,80,9.944565119999965
200,81,9.742346041599859
200,82,9.945493343999935
200,83,9.7870120383999
200,84,9.833675983999793
200,85,9.737327398399842
200,86,9.868771379199956
200,87,9.868287247999827
200,88,9.681357977599887
200,89,9.942332649599958
200,90,9.955708953599952
200,91,9.898291427199897
200,92,9.853840790399925
200,93,9.922258934399945
200,94,9.965906473599954
200,95,9.878164729599924
200,96,9.895130303999892
200,97,9.902059449599882
200,98,9.839196204799912
200,99,9.936885430399943
300,0,9.912596812799919
300,1,9.8926658847999
300,2,9.867270505599908
300,3,9.722575561599822
300,4,9.770723148799803
300,5,9.71021771519986
300,6,9.899593743999805
300,7,9.977122451199989
300,8,9.830889596799768
300,9,9.868198086399836
300,10,9.898916630399906
300,11,9.702483113599751
300,12,9.465818150399919
300,13,9.68217680639971
300,14,9.764847567999805
300,15,9.310303270400006
300,16,8.465088444799886
300,17,999998.4647109252
300,18,9.473570412800015
300,19,9.78263475839978
300,20,9.82687196479981
300,21,9.657125129600008
300,22,9.87226848639974
300,23,9.486372351999819
300,24,9.699016611199628
300,25,7.494192313600785
300,26,9.642438147199552
300,27,9.537950905599935
300,28,9.554645993599731
300,29,9.803995916799899
300,30,9.86812701439986
300,31,9.559805923199644
300,32,9.116016492800092
300,33,9.365143551999694
300,34,8.92213912960009
300,35,8.497131897600177
300,36,9.5973999871997
300,37,9.755185875199807
300,38,9.71494778239969
300,39,9.88654069439993
300,40,9.65171237439991
300,41,9.759453974399793
300,42,9.738683983999795
300,43,9.688731430399734
300,44,9.827298396799666
300,45,9.79700928639965
300,46,8.634214364799963
300,47,9.720004534399866
300,48,9.8640557567999
300,49,9.91954383359991
300,50,9.773884486399822
300,51,9.680144607999956
300,52,9.814264079999848
300,53,9.78690350079981
300,54,9.756652713599966
300,55,8.942428419200187
300,56,9.619632099199546
300,57,9.449296883199807
300,58,9.6056702015998
300,59,9.734612726399835
300,60,9.816764463999856
300,61,9.811263619199838
300,62,9.715842828799829
300,63,9.616100742399858
300,64,9.482671756799569
300,65,9.357430255999812
300,66,9.700711753599531
300,67,9.377485452799782
300,68,9.665265715199801
300,69,9.707502185599797
300,70,9.876699606399878
300,71,9.729611958399818
300,72,9.415829417599827
300,73,9.590737254399613
300,74,9.311925196799791
300,75,9.166787660799962
300,76,9.787224396799772
300,77,9.465959651199828
300,78,9.710465180799691
300,79,9.896487961599917
300,80,9.911704124799936
300,81,9.459352259199857
300,82,9.740218892799732
300,83,9.54414609599981
300,84,9.718770073599721
300,85,9.450652825599718
300,86,9.670982563199932
300,87,9.71159088959973
300,88,9.440295715199792
300,89,9.822854761599881
300,90,9.876985609599895
300,91,9.801351030399783
300,92,9.734255651199842
300,93,9.818908415999914
300,94,9.937081414399913
300,95,9.779457689599901
300,96,9.824799727999771
300,97,9.82383532479977
300,98,9.705503593599904
300,99,9.897916047999875
